Timestamp;Nome Modulo;ID;Mensagem;;;;;;;
32.600; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
32.600; Thermal sensor module; 0x21;;23100;;16603;;14201;;19901
32.600; Thermal sensor module; 0x22;;601;;6103;;4502;;2902
32.650; Dynamics module data; 0x11;;0;;5200;;0;;9800
32.650; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
32.650; Thermal sensor module; 0x21;;2700;;4702;;5902;;22503
32.650; Thermal sensor module; 0x22;;25001;;300;;13602;;20802
32.700; Dynamics module data; 0x11;;0;;23800;;0;;16401
32.700; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
32.700; Thermal sensor module; 0x21;;8900;;24200;;6703;;22200
32.700; Thermal sensor module; 0x22;;18102;;14603;;15003;;9501
32.750; Dynamics module data; 0x11;;0;;16400;;0;;12000
32.750; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
32.750; Thermal sensor module; 0x21;;20700;;11802;;10902;;23102
32.750; Thermal sensor module; 0x22;;17301;;18001;;19000;;22001
32.800; Dynamics module data; 0x11;;0;;19801;;0;;9200
32.800; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
32.800; Thermal sensor module; 0x21;;12903;;1403;;25401;;11702
32.800; Thermal sensor module; 0x22;;6200;;20101;;9100;;1703
32.850; Dynamics module data; 0x11;;0;;23601;;0;;5201
32.850; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
32.850; Thermal sensor module; 0x21;;18001;;18600;;22601;;5600
32.850; Thermal sensor module; 0x22;;3002;;2601;;23400;;12502
32.900; Dynamics module data; 0x11;;0;;21200;;0;;13300
32.900; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
32.900; Thermal sensor module; 0x21;;22901;;14001;;14201;;9800
32.900; Thermal sensor module; 0x22;;24202;;3300;;18502;;303
32.950; Dynamics module data; 0x11;;0;;4201;;0;;4501
32.950; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
32.950; Thermal sensor module; 0x21;;16901;;5103;;17600;;10001
32.950; Thermal sensor module; 0x22;;6903;;8702;;1301;;1903
33.000; Dynamics module data; 0x11;;0;;15700;;0;;100
33.000; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
33.000; Thermal sensor module; 0x21;;21400;;12200;;3600;;23902
33.000; Thermal sensor module; 0x22;;6303;;13202;;16303;;3802
33.050; Dynamics module data; 0x11;;0;;21500;;0;;12101
33.050; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
33.050; Thermal sensor module; 0x21;;20802;;4102;;21603;;20401
33.050; Thermal sensor module; 0x22;;19501;;2503;;701;;2801
33.100; Dynamics module data; 0x11;;0;;9600;;0;;24101
33.100; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
33.100; Thermal sensor module; 0x21;;4500;;1701;;21500;;14801
33.100; Thermal sensor module; 0x22;;3800;;12802;;20701;;13603
33.150; Dynamics module data; 0x11;;0;;6401;;0;;15200
33.150; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
33.150; Thermal sensor module; 0x21;;16003;;19501;;18501;;15901
33.150; Thermal sensor module; 0x22;;3800;;16100;;5500;;8201
33.200; Dynamics module data; 0x11;;0;;13301;;0;;18901
33.200; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
33.200; Thermal sensor module; 0x21;;2402;;12900;;802;;3100
33.200; Thermal sensor module; 0x22;;15201;;21402;;6900;;16403
33.250; Dynamics module data; 0x11;;0;;16300;;0;;7100
33.250; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
33.250; Thermal sensor module; 0x21;;5002;;1003;;15501;;12503
33.250; Thermal sensor module; 0x22;;16803;;9501;;7802;;18902
33.300; Dynamics module data; 0x11;;0;;10501;;0;;5401
33.300; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
33.300; Thermal sensor module; 0x21;;5701;;21701;;2300;;2602
33.300; Thermal sensor module; 0x22;;11500;;3000;;16600;;24701
33.350; Dynamics module data; 0x11;;0;;4300;;0;;16001
33.350; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
33.350; Thermal sensor module; 0x21;;12400;;7003;;24800;;3100
33.350; Thermal sensor module; 0x22;;18302;;13100;;1102;;13100
33.400; Dynamics module data; 0x11;;0;;24301;;0;;19400
33.400; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
33.400; Thermal sensor module; 0x21;;8702;;5903;;7502;;1302
33.400; Thermal sensor module; 0x22;;8900;;19103;;6602;;10700
33.450; Dynamics module data; 0x11;;0;;7101;;0;;14701
33.450; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
33.450; Thermal sensor module; 0x21;;2303;;13500;;2203;;12403
33.450; Thermal sensor module; 0x22;;8503;;10802;;12701;;603
33.500; Dynamics module data; 0x11;;0;;18301;;0;;17301
33.500; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
33.500; Thermal sensor module; 0x21;;21700;;18901;;10100;;602
33.500; Thermal sensor module; 0x22;;16903;;9101;;4801;;19102
33.550; Dynamics module data; 0x11;;0;;23300;;0;;18100
33.550; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
33.550; Thermal sensor module; 0x21;;1101;;16502;;20503;;18802
33.550; Thermal sensor module; 0x22;;11302;;8402;;8101;;1300
33.600; Dynamics module data; 0x11;;0;;18600;;0;;2501
33.600; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
33.600; Thermal sensor module; 0x21;;3301;;11202;;1200;;20700
33.600; Thermal sensor module; 0x22;;25000;;14400;;19301;;14701
33.650; Dynamics module data; 0x11;;0;;14400;;0;;8201
33.650; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
33.650; Thermal sensor module; 0x21;;13601;;23202;;19801;;14400
33.650; Thermal sensor module; 0x22;;18701;;18500;;19403;;5701
33.700; Dynamics module data; 0x11;;0;;20600;;0;;19401
33.700; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
33.700; Thermal sensor module; 0x21;;4601;;6801;;18503;;23102
33.700; Thermal sensor module; 0x22;;7000;;14302;;6000;;2400
33.750; Dynamics module data; 0x11;;0;;20400;;0;;18900
33.750; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
33.750; Thermal sensor module; 0x21;;25502;;4700;;19201;;2302
33.750; Thermal sensor module; 0x22;;21002;;10000;;21801;;19301
33.800; Dynamics module data; 0x11;;0;;15601;;0;;22101
33.800; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
33.800; Thermal sensor module; 0x21;;6402;;5701;;16301;;15902
33.800; Thermal sensor module; 0x22;;16401;;3;;3401;;25302
33.850; Dynamics module data; 0x11;;0;;5501;;0;;18600
33.850; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
33.850; Thermal sensor module; 0x21;;15002;;8301;;12503;;18500
33.850; Thermal sensor module; 0x22;;4802;;19702;;801;;22902
33.900; Dynamics module data; 0x11;;0;;18900;;0;;22700
33.900; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
33.900; Thermal sensor module; 0x21;;23901;;4602;;11502;;20601
33.900; Thermal sensor module; 0x22;;21201;;5102;;23400;;6603
33.950; Dynamics module data; 0x11;;0;;12400;;0;;12300
33.950; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
33.950; Thermal sensor module; 0x21;;13502;;10803;;5003;;601
33.950; Thermal sensor module; 0x22;;3600;;21902;;8502;;5400
34.000; Dynamics module data; 0x11;;0;;12001;;0;;15201
34.000; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
34.000; Thermal sensor module; 0x21;;4303;;4501;;7202;;5203
34.000; Thermal sensor module; 0x22;;18201;;16700;;6901;;802
34.050; Dynamics module data; 0x11;;0;;801;;0;;16001
34.050; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
34.050; Thermal sensor module; 0x21;;7202;;9001;;20900;;16703
34.050; Thermal sensor module; 0x22;;16602;;800;;12001;;7401
34.100; Dynamics module data; 0x11;;0;;21301;;0;;10401
34.100; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
34.100; Thermal sensor module; 0x21;;10800;;402;;6701;;7303
34.100; Thermal sensor module; 0x22;;21001;;11001;;19402;;14202
34.150; Dynamics module data; 0x11;;0;;10700;;0;;22500
34.150; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
34.150; Thermal sensor module; 0x21;;1100;;22001;;14600;;25102
34.150; Thermal sensor module; 0x22;;23000;;24201;;19401;;5900
34.200; Dynamics module data; 0x11;;0;;17301;;0;;19901
34.200; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
34.200; Thermal sensor module; 0x21;;1001;;14800;;13203;;1403
34.200; Thermal sensor module; 0x22;;11201;;6200;;13901;;12401
34.250; Dynamics module data; 0x11;;0;;24001;;0;;24000
34.250; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
34.250; Thermal sensor module; 0x21;;22303;;22002;;14902;;21101
34.250; Thermal sensor module; 0x22;;14102;;2601;;200;;1701
34.300; Dynamics module data; 0x11;;0;;1601;;0;;20100
34.300; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
34.300; Thermal sensor module; 0x21;;4601;;13302;;13801;;13000
34.300; Thermal sensor module; 0x22;;22401;;23202;;4500;;10702
34.350; Dynamics module data; 0x11;;0;;11900;;0;;8400
34.350; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
34.350; Thermal sensor module; 0x21;;16401;;5601;;8901;;23000
34.350; Thermal sensor module; 0x22;;9701;;2400;;16100;;5901
34.400; Dynamics module data; 0x11;;0;;22001;;0;;24300
34.400; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
34.400; Thermal sensor module; 0x21;;1402;;21402;;14200;;23003
34.400; Thermal sensor module; 0x22;;5103;;1903;;21002;;13800
34.450; Dynamics module data; 0x11;;0;;24100;;0;;22100
34.450; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
34.450; Thermal sensor module; 0x21;;7301;;15300;;4603;;16403
34.450; Thermal sensor module; 0x22;;21102;;4403;;15803;;7303
34.500; Dynamics module data; 0x11;;0;;22101;;0;;5100
34.500; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
34.500; Thermal sensor module; 0x21;;10702;;8100;;1501;;21602
34.500; Thermal sensor module; 0x22;;10302;;17702;;13003;;22501
34.550; Dynamics module data; 0x11;;0;;22001;;0;;18501
34.550; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
34.550; Thermal sensor module; 0x21;;2;;15903;;19702;;7700
34.550; Thermal sensor module; 0x22;;6700;;6101;;24200;;2701
34.600; Dynamics module data; 0x11;;0;;6700;;0;;4400
34.600; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
34.600; Thermal sensor module; 0x21;;9400;;10801;;16600;;3501
34.600; Thermal sensor module; 0x22;;6101;;4001;;17202;;24801
34.650; Dynamics module data; 0x11;;0;;14301;;0;;11501
34.650; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
34.650; Thermal sensor module; 0x21;;15202;;6502;;18202;;12202
34.650; Thermal sensor module; 0x22;;21003;;5202;;10902;;17802
34.700; Dynamics module data; 0x11;;0;;10800;;0;;901
34.700; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
34.700; Thermal sensor module; 0x21;;24502;;24801;;203;;11603
34.700; Thermal sensor module; 0x22;;5403;;11400;;6500;;9602
34.750; Dynamics module data; 0x11;;0;;14100;;0;;22501
34.750; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
34.750; Thermal sensor module; 0x21;;3302;;1703;;15203;;24201
34.750; Thermal sensor module; 0x22;;16601;;23300;;5403;;9301
34.800; Dynamics module data; 0x11;;0;;11000;;0;;13501
34.800; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
34.800; Thermal sensor module; 0x21;;6601;;16503;;2801;;10103
34.800; Thermal sensor module; 0x22;;21601;;20501;;22502;;4000
34.850; Dynamics module data; 0x11;;0;;20200;;0;;10501
34.850; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
34.850; Thermal sensor module; 0x21;;21103;;17301;;12402;;23701
34.850; Thermal sensor module; 0x22;;14502;;5203;;15001;;11602
34.900; Dynamics module data; 0x11;;0;;19501;;0;;23700
34.900; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
34.900; Thermal sensor module; 0x21;;301;;5000;;11502;;25302
34.900; Thermal sensor module; 0x22;;13300;;5801;;19503;;5700
34.950; Dynamics module data; 0x11;;0;;17701;;0;;18701
34.950; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
34.950; Thermal sensor module; 0x21;;15800;;19800;;1701;;11601
34.950; Thermal sensor module; 0x22;;8100;;1300;;15601;;20800
35.000; Dynamics module data; 0x11;;0;;15700;;0;;5400
35.000; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
35.000; Thermal sensor module; 0x21;;17803;;22503;;7302;;4402
35.000; Thermal sensor module; 0x22;;6702;;23200;;20702;;20201
35.050; Dynamics module data; 0x11;;0;;14500;;0;;24101
35.050; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
35.050; Thermal sensor module; 0x21;;8301;;18801;;12800;;4603
35.050; Thermal sensor module; 0x22;;10402;;3602;;21700;;5601
35.100; Dynamics module data; 0x11;;0;;7001;;0;;2500
35.100; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
35.100; Thermal sensor module; 0x21;;5400;;16803;;14702;;13001
35.100; Thermal sensor module; 0x22;;3603;;17701;;8703;;14702
35.150; Dynamics module data; 0x11;;0;;11300;;0;;16201
35.150; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
35.150; Thermal sensor module; 0x21;;14400;;9500;;16802;;17101
35.150; Thermal sensor module; 0x22;;9300;;4800;;14100;;22001
35.200; Dynamics module data; 0x11;;0;;15201;;0;;10801
35.200; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
35.200; Thermal sensor module; 0x21;;8600;;20802;;12301;;4802
35.200; Thermal sensor module; 0x22;;24700;;17903;;11202;;8400
35.250; Dynamics module data; 0x11;;0;;11301;;0;;4600
35.250; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
35.250; Thermal sensor module; 0x21;;21402;;25401;;1801;;402
35.250; Thermal sensor module; 0x22;;7201;;2600;;11901;;1203
35.300; Dynamics module data; 0x11;;0;;5801;;0;;22700
35.300; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
35.300; Thermal sensor module; 0x21;;14803;;22503;;4101;;10202
35.300; Thermal sensor module; 0x22;;10000;;23100;;15703;;19002
35.350; Dynamics module data; 0x11;;0;;20100;;0;;14500
35.350; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
35.350; Thermal sensor module; 0x21;;11801;;4202;;20600;;703
35.350; Thermal sensor module; 0x22;;9601;;9001;;702;;12901
35.400; Dynamics module data; 0x11;;0;;21400;;0;;24001
35.400; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
35.400; Thermal sensor module; 0x21;;22301;;11501;;1202;;21801
35.400; Thermal sensor module; 0x22;;300;;6901;;5900;;7201
35.450; Dynamics module data; 0x11;;0;;16000;;0;;22200
35.450; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
35.450; Thermal sensor module; 0x21;;18201;;10801;;7501;;13500
35.450; Thermal sensor module; 0x22;;13502;;20001;;7002;;20201
35.500; Dynamics module data; 0x11;;0;;18501;;0;;23801
35.500; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
35.500; Thermal sensor module; 0x21;;5501;;20500;;12503;;23003
35.500; Thermal sensor module; 0x22;;1901;;13301;;20503;;6601
35.550; Dynamics module data; 0x11;;0;;20301;;0;;5601
35.550; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
35.550; Thermal sensor module; 0x21;;10403;;1801;;22503;;14503
35.550; Thermal sensor module; 0x22;;16402;;22803;;18801;;1603
35.600; Dynamics module data; 0x11;;0;;12901;;0;;7600
35.600; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
35.600; Thermal sensor module; 0x21;;24400;;9701;;2803;;22502
35.600; Thermal sensor module; 0x22;;22200;;21401;;24900;;5300
35.650; Dynamics module data; 0x11;;0;;16200;;0;;8700
35.650; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
35.650; Thermal sensor module; 0x21;;17802;;14802;;9803;;12700
35.650; Thermal sensor module; 0x22;;7102;;14102;;13601;;13001
35.700; Dynamics module data; 0x11;;0;;23401;;0;;3100
35.700; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
35.700; Thermal sensor module; 0x21;;1400;;17300;;13602;;17200
35.700; Thermal sensor module; 0x22;;10801;;17701;;11103;;1601
35.750; Dynamics module data; 0x11;;0;;20300;;0;;10201
35.750; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
35.750; Thermal sensor module; 0x21;;2201;;7601;;10700;;18403
35.750; Thermal sensor module; 0x22;;21602;;403;;12303;;13600
35.800; Dynamics module data; 0x11;;0;;6700;;0;;8100
35.800; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
35.800; Thermal sensor module; 0x21;;11800;;22603;;9701;;17303
35.800; Thermal sensor module; 0x22;;17901;;5502;;3200;;20300
35.850; Dynamics module data; 0x11;;0;;11001;;0;;401
35.850; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
35.850; Thermal sensor module; 0x21;;8300;;13600;;15902;;501
35.850; Thermal sensor module; 0x22;;17502;;2501;;2001;;21800
35.900; Dynamics module data; 0x11;;0;;23001;;0;;8600
35.900; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
35.900; Thermal sensor module; 0x21;;18600;;11203;;12001;;12701
35.900; Thermal sensor module; 0x22;;8400;;25301;;21200;;15103
35.950; Dynamics module data; 0x11;;0;;10000;;0;;21501
35.950; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
35.950; Thermal sensor module; 0x21;;12801;;12103;;22800;;10802
35.950; Thermal sensor module; 0x22;;2103;;2002;;24402;;5703
36.000; Dynamics module data; 0x11;;0;;11301;;0;;13500
36.000; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
36.000; Thermal sensor module; 0x21;;19501;;16600;;18101;;1502
36.000; Thermal sensor module; 0x22;;24700;;23001;;12202;;5802
36.050; Dynamics module data; 0x11;;0;;15601;;0;;14401
36.050; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
36.050; Thermal sensor module; 0x21;;3901;;14303;;3402;;22300
36.050; Thermal sensor module; 0x22;;22402;;15703;;1900;;22803
36.100; Dynamics module data; 0x11;;0;;10300;;0;;16100
36.100; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
36.100; Thermal sensor module; 0x21;;16102;;15800;;2301;;3103
36.100; Thermal sensor module; 0x22;;400;;14500;;10702;;3902
36.150; Dynamics module data; 0x11;;0;;6300;;0;;13401
36.150; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
36.150; Thermal sensor module; 0x21;;6300;;2600;;11403;;601
36.150; Thermal sensor module; 0x22;;902;;2701;;6401;;5901
36.200; Dynamics module data; 0x11;;0;;18201;;0;;16201
36.200; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
36.200; Thermal sensor module; 0x21;;21303;;17401;;18301;;6201
36.200; Thermal sensor module; 0x22;;18800;;18100;;15002;;9903
36.250; Dynamics module data; 0x11;;0;;13201;;0;;16501
36.250; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
36.250; Thermal sensor module; 0x21;;16003;;2600;;402;;6301
36.250; Thermal sensor module; 0x22;;4903;;24800;;9100;;14303
36.300; Dynamics module data; 0x11;;0;;22101;;0;;15201
36.300; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
36.300; Thermal sensor module; 0x21;;10100;;22303;;17303;;15602
36.300; Thermal sensor module; 0x22;;7700;;22701;;13203;;4801
36.350; Dynamics module data; 0x11;;0;;20601;;0;;20400
36.350; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
36.350; Thermal sensor module; 0x21;;5802;;20600;;23902;;14100
36.350; Thermal sensor module; 0x22;;23002;;11403;;17300;;19901
36.400; Dynamics module data; 0x11;;0;;8200;;0;;25500
36.400; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
36.400; Thermal sensor module; 0x21;;5903;;16901;;13600;;3401
36.400; Thermal sensor module; 0x22;;14501;;24302;;8501;;16501
36.450; Dynamics module data; 0x11;;0;;13600;;0;;8900
36.450; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
36.450; Thermal sensor module; 0x21;;19700;;8802;;14803;;18902
36.450; Thermal sensor module; 0x22;;14601;;6603;;4600;;21101
36.500; Dynamics module data; 0x11;;0;;7800;;0;;12600
36.500; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
36.500; Thermal sensor module; 0x21;;3802;;21203;;7201;;11102
36.500; Thermal sensor module; 0x22;;10203;;7702;;19202;;16300
36.550; Dynamics module data; 0x11;;0;;15401;;0;;15500
36.550; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
36.550; Thermal sensor module; 0x21;;8103;;20603;;13000;;11201
36.550; Thermal sensor module; 0x22;;11500;;10300;;8602;;22001
36.600; Dynamics module data; 0x11;;0;;19501;;0;;16501
36.600; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
36.600; Thermal sensor module; 0x21;;23701;;19902;;15000;;1101
36.600; Thermal sensor module; 0x22;;13402;;16100;;2101;;17600
36.650; Dynamics module data; 0x11;;0;;19101;;0;;11800
36.650; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
36.650; Thermal sensor module; 0x21;;14201;;11301;;200;;18301
36.650; Thermal sensor module; 0x22;;11500;;6702;;9901;;8903
36.700; Dynamics module data; 0x11;;0;;8301;;0;;17200
36.700; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
36.700; Thermal sensor module; 0x21;;17803;;8301;;201;;21500
36.700; Thermal sensor module; 0x22;;8001;;7000;;6100;;601
36.750; Dynamics module data; 0x11;;0;;16800;;0;;17201
36.750; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
36.750; Thermal sensor module; 0x21;;10902;;2400;;16303;;13803
36.750; Thermal sensor module; 0x22;;15303;;3600;;23201;;22603
36.800; Dynamics module data; 0x11;;0;;19201;;0;;18901
36.800; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
36.800; Thermal sensor module; 0x21;;5202;;16003;;2700;;17802
36.800; Thermal sensor module; 0x22;;1902;;24601;;18402;;20501
36.850; Dynamics module data; 0x11;;0;;20401;;0;;11401
36.850; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
36.850; Thermal sensor module; 0x21;;2801;;22100;;11000;;17502
36.850; Thermal sensor module; 0x22;;17201;;6703;;5902;;9601
36.900; Dynamics module data; 0x11;;0;;13500;;0;;14200
36.900; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
36.900; Thermal sensor module; 0x21;;6700;;18201;;16200;;7600
36.900; Thermal sensor module; 0x22;;4100;;22303;;15703;;12400
36.950; Dynamics module data; 0x11;;0;;201;;0;;20801
36.950; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
36.950; Thermal sensor module; 0x21;;3601;;18201;;21900;;9603
36.950; Thermal sensor module; 0x22;;5403;;20001;;5203;;19402
37.000; Dynamics module data; 0x11;;0;;7201;;0;;14301
37.000; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
37.000; Thermal sensor module; 0x21;;3102;;10103;;13401;;14903
37.000; Thermal sensor module; 0x22;;9701;;21802;;18101;;19501
37.050; Dynamics module data; 0x11;;0;;21001;;0;;20501
37.050; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
37.050; Thermal sensor module; 0x21;;15000;;17201;;24101;;23602
37.050; Thermal sensor module; 0x22;;17401;;1101;;11602;;12001
37.100; Dynamics module data; 0x11;;0;;14301;;0;;18800
37.100; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
37.100; Thermal sensor module; 0x21;;12001;;21302;;16000;;19801
37.100; Thermal sensor module; 0x22;;17103;;23801;;4702;;13802
37.150; Dynamics module data; 0x11;;0;;18601;;0;;19401
37.150; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
37.150; Thermal sensor module; 0x21;;12003;;14303;;13603;;25201
37.150; Thermal sensor module; 0x22;;10003;;22003;;23501;;22600
37.200; Dynamics module data; 0x11;;0;;9000;;0;;1400
37.200; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
37.200; Thermal sensor module; 0x21;;1403;;19702;;22301;;11002
37.200; Thermal sensor module; 0x22;;23101;;18100;;23601;;24200
37.250; Dynamics module data; 0x11;;0;;5001;;0;;25200
37.250; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
37.250; Thermal sensor module; 0x21;;21200;;11100;;24201;;5501
37.250; Thermal sensor module; 0x22;;12800;;17802;;8003;;20103
37.300; Dynamics module data; 0x11;;0;;10200;;0;;5801
37.300; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
37.300; Thermal sensor module; 0x21;;11303;;5402;;14803;;23802
37.300; Thermal sensor module; 0x22;;10901;;8501;;10002;;5800
37.350; Dynamics module data; 0x11;;0;;23600;;0;;12400
37.350; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
37.350; Thermal sensor module; 0x21;;4903;;22003;;2801;;18100
37.350; Thermal sensor module; 0x22;;21002;;10200;;1200;;4402
37.400; Dynamics module data; 0x11;;0;;23501;;0;;10701
37.400; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
37.400; Thermal sensor module; 0x21;;1703;;24000;;22300;;14101
37.400; Thermal sensor module; 0x22;;18102;;11100;;19002;;1000
37.450; Dynamics module data; 0x11;;0;;6900;;0;;20201
37.450; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
37.450; Thermal sensor module; 0x21;;4601;;500;;8902;;14200
37.450; Thermal sensor module; 0x22;;9802;;2502;;19002;;4402
37.500; Dynamics module data; 0x11;;0;;17600;;0;;17000
37.500; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
37.500; Thermal sensor module; 0x21;;2201;;17900;;1500;;23502
37.500; Thermal sensor module; 0x22;;24701;;21100;;13902;;1800
37.550; Dynamics module data; 0x11;;0;;15001;;0;;7800
37.550; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
37.550; Thermal sensor module; 0x21;;5302;;10701;;3900;;12301
37.550; Thermal sensor module; 0x22;;20100;;19200;;2301;;703
37.600; Dynamics module data; 0x11;;0;;17701;;0;;17600
37.600; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
37.600; Thermal sensor module; 0x21;;13603;;7901;;11702;;19201
37.600; Thermal sensor module; 0x22;;9101;;6501;;3401;;8300
37.650; Dynamics module data; 0x11;;0;;9900;;0;;4400
37.650; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
37.650; Thermal sensor module; 0x21;;12502;;25402;;16602;;18702
37.650; Thermal sensor module; 0x22;;11700;;11002;;23102;;15101
37.700; Dynamics module data; 0x11;;0;;24201;;0;;5700
37.700; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
37.700; Thermal sensor module; 0x21;;11200;;16300;;19200;;5301
37.700; Thermal sensor module; 0x22;;15403;;12102;;6801;;402
37.750; Dynamics module data; 0x11;;0;;1001;;0;;5100
37.750; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
37.750; Thermal sensor module; 0x21;;5401;;11803;;18302;;16602
37.750; Thermal sensor module; 0x22;;17501;;24201;;24501;;11603
37.800; Dynamics module data; 0x11;;0;;1201;;0;;2600
37.800; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
37.800; Thermal sensor module; 0x21;;13202;;6401;;6501;;8902
37.800; Thermal sensor module; 0x22;;21000;;1802;;9603;;17400
37.850; Dynamics module data; 0x11;;0;;22501;;0;;2400
37.850; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
37.850; Thermal sensor module; 0x21;;2401;;13103;;21800;;502
37.850; Thermal sensor module; 0x22;;22402;;9902;;13803;;18003
37.900; Dynamics module data; 0x11;;0;;3901;;0;;12700
