Timestamp;Nome Modulo;ID; Byte 0 e 1;Byte 1 e 2;Byte 2 e 3;Byte 3 e 4;
0.000; Dynamics module data; 0x11;0000;5701;0000;10801
31.800; Thermal sensor module; 0x22;5500;3001;16201;7202
31.850; Dynamics module data; 0x11;0000;10200;0000;2301
31.850; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
31.850; Thermal sensor module; 0x21;24502;6100;13002;22002
31.850; Thermal sensor module; 0x22;22102;24202;11503;25201
31.900; Dynamics module data; 0x11;0000;22600;0000;10101
31.900; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
31.900; Thermal sensor module; 0x21;10402;10203;19100;1702
31.900; Thermal sensor module; 0x22;11300;9802;9603;10902
31.950; Dynamics module data; 0x11;0000;13401;0000;0101
31.950; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
31.950; Thermal sensor module; 0x21;11201;15200;9203;25401
31.950; Thermal sensor module; 0x22;15803;6700;18500;5903
32.000; Dynamics module data; 0x11;0000;23900;0000;1900
32.000; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
32.000; Thermal sensor module; 0x21;3900;19002;5802;0002
32.000; Thermal sensor module; 0x22;21001;11503;3900;13600
32.050; Dynamics module data; 0x11;0000;13601;0000;24001
32.050; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
32.050; Thermal sensor module; 0x21;21303;3100;3400;15600
32.050; Thermal sensor module; 0x22;7303;9402;17203;8403
32.100; Dynamics module data; 0x11;0000;7500;0000;23401
32.100; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
32.100; Thermal sensor module; 0x21;4300;11801;15700;14301
32.100; Thermal sensor module; 0x22;19401;0902;16701;13702
32.150; Dynamics module data; 0x11;0000;9901;0000;14801
32.150; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
32.150; Thermal sensor module; 0x21;1102;13002;6000;17500
32.150; Thermal sensor module; 0x22;8703;17801;7500;15000
32.200; Dynamics module data; 0x11;0000;12201;0000;1201
32.200; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
32.200; Thermal sensor module; 0x21;14901;5403;17603;22401
32.200; Thermal sensor module; 0x22;17603;0403;18402;23900
32.250; Dynamics module data; 0x11;0000;11500;0000;7500
32.250; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
32.250; Thermal sensor module; 0x21;8203;9702;18603;24600
32.250; Thermal sensor module; 0x22;11803;19001;4702;3402
32.300; Dynamics module data; 0x11;0000;2901;0000;23100
32.300; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
32.300; Thermal sensor module; 0x21;6000;17401;20303;5600
32.300; Thermal sensor module; 0x22;14003;20502;6602;3502
32.350; Dynamics module data; 0x11;0000;0400;0000;7400
32.350; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
32.350; Thermal sensor module; 0x21;21100;5201;5901;15503
32.350; Thermal sensor module; 0x22;16903;16402;9600;14302
32.400; Dynamics module data; 0x11;0000;2200;0000;7401
32.400; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
32.400; Thermal sensor module; 0x21;12802;0601;16503;23400
32.400; Thermal sensor module; 0x22;7803;1001;22003;14001
32.450; Dynamics module data; 0x11;0000;25500;0000;7701
32.450; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
32.450; Thermal sensor module; 0x21;6001;2703;12102;18702
32.450; Thermal sensor module; 0x22;24500;19501;5403;11800
32.500; Dynamics module data; 0x11;0000;7101;0000;2401
32.500; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
32.500; Thermal sensor module; 0x21;16900;11001;11100;6003
32.500; Thermal sensor module; 0x22;6302;16403;11900;19502
32.550; Dynamics module data; 0x11;0000;19900;0000;5400
32.550; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
32.550; Thermal sensor module; 0x21;6302;8601;5000;15201
32.550; Thermal sensor module; 0x22;20400;16303;21700;6303
32.600; Dynamics module data; 0x11;0000;6601;0000;11801
32.600; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
32.600; Thermal sensor module; 0x21;11201;0600;18501;24602
32.600; Thermal sensor module; 0x22;22200;3601;13100;14302
32.650; Dynamics module data; 0x11;0000;10201;0000;16301
32.650; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
32.650; Thermal sensor module; 0x21;4402;20500;24702;8202
32.650; Thermal sensor module; 0x22;14103;10800;16801;24900
32.700; Dynamics module data; 0x11;0000;23100;0000;7600
32.700; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
32.700; Thermal sensor module; 0x21;16401;12703;18701;12100
32.700; Thermal sensor module; 0x22;17902;3201;20001;13703
32.750; Dynamics module data; 0x11;0000;5300;0000;11701
32.750; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
32.750; Thermal sensor module; 0x21;21800;4002;7103;13703
32.750; Thermal sensor module; 0x22;7303;11000;9300;6101
32.800; Dynamics module data; 0x11;0000;7400;0000;22100
32.800; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
32.800; Thermal sensor module; 0x21;13303;19103;24502;14102
32.800; Thermal sensor module; 0x22;19903;16200;23801;21700
32.850; Dynamics module data; 0x11;0000;10700;0000;18501
32.850; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
32.850; Thermal sensor module; 0x21;0902;7203;2803;13901
32.850; Thermal sensor module; 0x22;23001;5703;14203;23400
32.900; Dynamics module data; 0x11;0000;17300;0000;6201
32.900; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
32.900; Thermal sensor module; 0x21;6001;11100;16602;24101
32.900; Thermal sensor module; 0x22;6502;24102;12401;4601
32.950; Dynamics module data; 0x11;0000;3400;0000;6001
32.950; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
32.950; Thermal sensor module; 0x21;4900;13100;15601;4301
32.950; Thermal sensor module; 0x22;13502;4500;22800;4101
33.000; Dynamics module data; 0x11;0000;3700;0000;8301
33.000; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
33.000; Thermal sensor module; 0x21;9603;17600;6301;15802
33.000; Thermal sensor module; 0x22;10501;1201;24402;15202
33.050; Dynamics module data; 0x11;0000;9301;0000;15900
33.050; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
33.050; Thermal sensor module; 0x21;10702;5801;12803;18303
33.050; Thermal sensor module; 0x22;20103;11502;20603;0902
33.100; Dynamics module data; 0x11;0000;18200;0000;19001
33.100; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
33.100; Thermal sensor module; 0x21;18601;21602;16902;13100
33.100; Thermal sensor module; 0x22;19202;21300;2002;11301
33.150; Dynamics module data; 0x11;0000;5600;0000;15601
33.150; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
33.150; Thermal sensor module; 0x21;15802;11803;4003;9603
33.150; Thermal sensor module; 0x22;8601;20902;25401;17900
33.200; Dynamics module data; 0x11;0000;21200;0000;19701
33.200; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
33.200; Thermal sensor module; 0x21;8001;2500;13702;17703
33.200; Thermal sensor module; 0x22;4401;17902;5303;19803
33.250; Dynamics module data; 0x11;0000;1001;0000;2201
33.250; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
33.250; Thermal sensor module; 0x21;8201;11702;8402;18903
33.250; Thermal sensor module; 0x22;22102;12801;21001;10300
33.300; Dynamics module data; 0x11;0000;13500;0000;19901
33.300; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
33.300; Thermal sensor module; 0x21;25202;7300;18602;7202
33.300; Thermal sensor module; 0x22;13601;12602;21501;3400
33.350; Dynamics module data; 0x11;0000;12601;0000;4000
33.350; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
33.350; Thermal sensor module; 0x21;22400;24100;24402;2200
33.350; Thermal sensor module; 0x22;19000;20103;18701;14803
33.400; Dynamics module data; 0x11;0000;19601;0000;12400
33.400; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
33.400; Thermal sensor module; 0x21;17300;5002;16301;18302
33.400; Thermal sensor module; 0x22;4101;7802;11301;17100
33.450; Dynamics module data; 0x11;0000;0200;0000;9701
33.450; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
33.450; Thermal sensor module; 0x21;6301;14501;23102;0501
33.450; Thermal sensor module; 0x22;0203;12203;3302;19500
33.500; Dynamics module data; 0x11;0000;15700;0000;19200
33.500; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
33.500; Thermal sensor module; 0x21;12402;13901;5900;3003
33.500; Thermal sensor module; 0x22;11300;14700;9202;2502
33.550; Dynamics module data; 0x11;0000;12800;0000;8301
33.550; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
33.550; Thermal sensor module; 0x21;3102;0500;6203;2401
33.550; Thermal sensor module; 0x22;12001;21301;12401;9902
33.600; Dynamics module data; 0x11;0000;5300;0000;11901
33.600; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
33.600; Thermal sensor module; 0x21;17602;15503;19501;5400
33.600; Thermal sensor module; 0x22;1500;25301;0103;1300
33.650; Dynamics module data; 0x11;0000;9301;0000;23801
33.650; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
33.650; Thermal sensor module; 0x21;4800;11602;12902;4702
33.650; Thermal sensor module; 0x22;20001;1703;3501;9300
33.700; Dynamics module data; 0x11;0000;7301;0000;19401
33.700; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
33.700; Thermal sensor module; 0x21;2500;25200;1103;3103
33.700; Thermal sensor module; 0x22;18703;22001;19003;1501
33.750; Dynamics module data; 0x11;0000;10101;0000;18800
33.750; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
33.750; Thermal sensor module; 0x21;7500;8802;20001;1102
33.750; Thermal sensor module; 0x22;23500;5300;10401;3201
33.800; Dynamics module data; 0x11;0000;1901;0000;17500
33.800; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
33.800; Thermal sensor module; 0x21;4000;14101;11503;24000
33.800; Thermal sensor module; 0x22;22202;14500;23500;3002
33.850; Dynamics module data; 0x11;0000;8501;0000;0101
33.850; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
33.850; Thermal sensor module; 0x21;14301;18402;13903;18702
33.850; Thermal sensor module; 0x22;1500;6701;14501;17303
33.900; Dynamics module data; 0x11;0000;1801;0000;7300
33.900; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
33.900; Thermal sensor module; 0x21;0402;12600;18600;1802
33.900; Thermal sensor module; 0x22;13501;23402;19402;1003
33.950; Dynamics module data; 0x11;0000;18400;0000;11500
33.950; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
33.950; Thermal sensor module; 0x21;11703;11601;20903;2503
33.950; Thermal sensor module; 0x22;15901;19402;22302;0302
34.000; Dynamics module data; 0x11;0000;21300;0000;4400
34.000; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
34.000; Thermal sensor module; 0x21;23700;11900;0203;15600
34.000; Thermal sensor module; 0x22;7102;4000;13700;21302
34.050; Dynamics module data; 0x11;0000;21501;0000;9101
34.050; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
34.050; Thermal sensor module; 0x21;14001;6800;5201;12201
34.050; Thermal sensor module; 0x22;8002;14603;18600;3500
34.100; Dynamics module data; 0x11;0000;7200;0000;10101
34.100; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
34.100; Thermal sensor module; 0x21;7503;6402;1702;1503
34.100; Thermal sensor module; 0x22;22802;18002;10603;14903
34.150; Dynamics module data; 0x11;0000;7600;0000;20600
34.150; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
34.150; Thermal sensor module; 0x21;14002;20800;9801;20803
34.150; Thermal sensor module; 0x22;25200;23501;3302;3702
34.200; Dynamics module data; 0x11;0000;7101;0000;19701
34.200; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
34.200; Thermal sensor module; 0x21;20700;12201;1603;25100
34.200; Thermal sensor module; 0x22;9602;12400;17902;12201
34.250; Dynamics module data; 0x11;0000;22201;0000;2100
34.250; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
34.250; Thermal sensor module; 0x21;14100;12903;22800;18701
34.250; Thermal sensor module; 0x22;15401;4503;8601;5603
34.300; Dynamics module data; 0x11;0000;9301;0000;18701
34.300; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
34.300; Thermal sensor module; 0x21;10401;8303;13503;1501
34.300; Thermal sensor module; 0x22;21901;15402;12402;20501
34.350; Dynamics module data; 0x11;0000;19001;0000;13601
34.350; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
34.350; Thermal sensor module; 0x21;20800;17302;13701;9101
34.350; Thermal sensor module; 0x22;13901;8803;11901;21302
34.400; Dynamics module data; 0x11;0000;21200;0000;21800
34.400; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
34.400; Thermal sensor module; 0x21;23801;7600;21300;17101
34.400; Thermal sensor module; 0x22;19502;17200;21502;21301
34.450; Dynamics module data; 0x11;0000;15200;0000;18900
34.450; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
34.450; Thermal sensor module; 0x21;12403;13302;17901;10201
34.450; Thermal sensor module; 0x22;7803;17201;18100;9102
34.500; Dynamics module data; 0x11;0000;22601;0000;2800
34.500; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
34.500; Thermal sensor module; 0x21;1001;2101;4402;1700
34.500; Thermal sensor module; 0x22;17002;14801;1900;3503
34.550; Dynamics module data; 0x11;0000;5900;0000;5300
34.550; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
34.550; Thermal sensor module; 0x21;18502;25002;5600;4702
34.550; Thermal sensor module; 0x22;17900;14501;3200;6700
34.600; Dynamics module data; 0x11;0000;16801;0000;5301
34.600; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
34.600; Thermal sensor module; 0x21;21102;19903;21802;15802
34.600; Thermal sensor module; 0x22;11202;13702;23103;7102
34.650; Dynamics module data; 0x11;0000;23200;0000;14901
34.650; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
34.650; Thermal sensor module; 0x21;3201;21001;5801;20400
34.650; Thermal sensor module; 0x22;12203;1600;16800;0402
34.700; Dynamics module data; 0x11;0000;24301;0000;5500
34.700; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
34.700; Thermal sensor module; 0x21;14600;8001;7202;19700
34.700; Thermal sensor module; 0x22;6700;2703;17201;20802
34.750; Dynamics module data; 0x11;0000;7201;0000;16801
34.750; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
34.750; Thermal sensor module; 0x21;23201;19902;15003;11803
34.750; Thermal sensor module; 0x22;2000;6302;10000;14300
34.800; Dynamics module data; 0x11;0000;20701;0000;24700
34.800; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
34.800; Thermal sensor module; 0x21;20500;23401;13401;6802
34.800; Thermal sensor module; 0x22;4502;4902;5802;15100
34.850; Dynamics module data; 0x11;0000;5101;0000;7500
34.850; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
34.850; Thermal sensor module; 0x21;4903;7902;11902;16402
34.850; Thermal sensor module; 0x22;15203;21503;7803;11602
34.900; Dynamics module data; 0x11;0000;11901;0000;22200
34.900; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
34.900; Thermal sensor module; 0x21;24601;5103;21201;13900
34.900; Thermal sensor module; 0x22;22901;3703;16901;6703
34.950; Dynamics module data; 0x11;0000;22000;0000;8400
34.950; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
34.950; Thermal sensor module; 0x21;23601;21202;17200;21403
34.950; Thermal sensor module; 0x22;23001;20900;10802;21000
35.000; Dynamics module data; 0x11;0000;12901;0000;4301
35.000; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
35.000; Thermal sensor module; 0x21;7601;14101;7301;13903
35.000; Thermal sensor module; 0x22;25200;11801;19200;22103
35.050; Dynamics module data; 0x11;0000;1800;0000;20401
35.050; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
35.050; Thermal sensor module; 0x21;12000;12402;2802;11002
35.050; Thermal sensor module; 0x22;15903;7502;14303;10602
35.100; Dynamics module data; 0x11;0000;8401;0000;21201
35.100; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
35.100; Thermal sensor module; 0x21;15203;23102;7000;2000
35.100; Thermal sensor module; 0x22;10403;2003;13702;15700
35.150; Dynamics module data; 0x11;0000;9501;0000;1201
35.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
35.150; Thermal sensor module; 0x21;0503;9702;13601;9801
35.150; Thermal sensor module; 0x22;22603;0702;19902;11501
35.200; Dynamics module data; 0x11;0000;23201;0000;23001
35.200; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
35.200; Thermal sensor module; 0x21;13702;10501;14000;2100
35.200; Thermal sensor module; 0x22;11601;9503;21001;6603
35.250; Dynamics module data; 0x11;0000;20001;0000;0601
35.250; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
35.250; Thermal sensor module; 0x21;17202;9002;1701;25001
35.250; Thermal sensor module; 0x22;0702;23500;18701;1400
35.300; Dynamics module data; 0x11;0000;11201;0000;3301
35.300; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
35.300; Thermal sensor module; 0x21;11101;15402;10403;9403
35.300; Thermal sensor module; 0x22;8500;1600;12403;7603
35.350; Dynamics module data; 0x11;0000;7900;0000;5500
35.350; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
35.350; Thermal sensor module; 0x21;1200;4702;2802;14302
35.350; Thermal sensor module; 0x22;11100;5702;10800;9001
35.400; Dynamics module data; 0x11;0000;12300;0000;22201
35.400; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
35.400; Thermal sensor module; 0x21;5901;10801;18903;13703
35.400; Thermal sensor module; 0x22;14902;21302;9402;24401
35.450; Dynamics module data; 0x11;0000;5800;0000;3900
35.450; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
35.450; Thermal sensor module; 0x21;12501;10400;21203;17600
35.450; Thermal sensor module; 0x22;17702;18400;13900;24001
35.500; Dynamics module data; 0x11;0000;18900;0000;7401
35.500; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
35.500; Thermal sensor module; 0x21;17101;7000;20203;12301
35.500; Thermal sensor module; 0x22;5903;7100;5002;13803
35.550; Dynamics module data; 0x11;0000;22400;0000;22201
35.550; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
35.550; Thermal sensor module; 0x21;3903;10102;19100;15900
35.550; Thermal sensor module; 0x22;25300;6402;21401;0803
35.600; Dynamics module data; 0x11;0000;19900;0000;13601
35.600; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
35.600; Thermal sensor module; 0x21;8201;10402;7003;18302
35.600; Thermal sensor module; 0x22;6301;19903;19001;18900
35.650; Dynamics module data; 0x11;0000;21400;0000;10300
35.650; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
35.650; Thermal sensor module; 0x21;23500;14203;17501;4902
35.650; Thermal sensor module; 0x22;6702;7300;2902;10501
35.700; Dynamics module data; 0x11;0000;2301;0000;3001
35.700; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
35.700; Thermal sensor module; 0x21;6903;2701;9802;10701
35.700; Thermal sensor module; 0x22;18600;17902;19601;22202
35.750; Dynamics module data; 0x11;0000;5000;0000;6301
35.750; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
35.750; Thermal sensor module; 0x21;4801;21902;2602;24002
35.750; Thermal sensor module; 0x22;22003;11501;1802;12301
35.800; Dynamics module data; 0x11;0000;16000;0000;14401
35.800; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
35.800; Thermal sensor module; 0x21;13402;10100;19801;9502
35.800; Thermal sensor module; 0x22;6701;5203;22602;22901
35.850; Dynamics module data; 0x11;0000;6300;0000;10400
35.850; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
35.850; Thermal sensor module; 0x21;9501;10000;0900;25201
35.850; Thermal sensor module; 0x22;13502;18202;9201;0702
35.900; Dynamics module data; 0x11;0000;11101;0000;10000
35.900; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
35.900; Thermal sensor module; 0x21;18000;1503;12203;24402
35.900; Thermal sensor module; 0x22;12202;25102;22502;10400
35.950; Dynamics module data; 0x11;0000;17300;0000;15101
35.950; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
35.950; Thermal sensor module; 0x21;10300;18603;15503;24500
35.950; Thermal sensor module; 0x22;24501;14601;17800;23701
36.000; Dynamics module data; 0x11;0000;15901;0000;6401
36.000; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
36.000; Thermal sensor module; 0x21;1500;23301;9400;1003
36.000; Thermal sensor module; 0x22;10400;3901;8000;5003
36.050; Dynamics module data; 0x11;0000;19700;0000;19501
36.050; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
36.050; Thermal sensor module; 0x21;21603;21100;22601;24900
36.050; Thermal sensor module; 0x22;3700;15103;14901;3600
36.100; Dynamics module data; 0x11;0000;17101;0000;1101
36.100; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
36.100; Thermal sensor module; 0x21;19200;13200;5700;7202
36.100; Thermal sensor module; 0x22;0401;25500;16102;10503
36.150; Dynamics module data; 0x11;0000;15400;0000;22700
36.150; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
36.150; Thermal sensor module; 0x21;11400;21601;0403;24302
36.150; Thermal sensor module; 0x22;7902;1301;17302;11701
36.200; Dynamics module data; 0x11;0000;11200;0000;12000
36.200; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
36.200; Thermal sensor module; 0x21;11801;4601;17201;19100
36.200; Thermal sensor module; 0x22;17400;8500;15403;3002
36.250; Dynamics module data; 0x11;0000;5500;0000;10100
36.250; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
36.250; Thermal sensor module; 0x21;0603;9000;23500;9700
36.250; Thermal sensor module; 0x22;25101;0403;12902;5603
36.300; Dynamics module data; 0x11;0000;23101;0000;13200
36.300; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
36.300; Thermal sensor module; 0x21;17702;6402;18401;2203
36.300; Thermal sensor module; 0x22;23103;3201;18001;7202
36.350; Dynamics module data; 0x11;0000;11000;0000;5501
36.350; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
36.350; Thermal sensor module; 0x21;17100;9500;17201;2003
36.350; Thermal sensor module; 0x22;18601;14102;14701;12403
36.400; Dynamics module data; 0x11;0000;15700;0000;6701
36.400; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
36.400; Thermal sensor module; 0x21;19403;21100;23402;21400
36.400; Thermal sensor module; 0x22;17401;22402;9503;8800
36.450; Dynamics module data; 0x11;0000;22500;0000;0701
36.450; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
36.450; Thermal sensor module; 0x21;20900;22502;1001;0302
36.450; Thermal sensor module; 0x22;13100;15002;8902;15301
36.500; Dynamics module data; 0x11;0000;22400;0000;23401
36.500; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
36.500; Thermal sensor module; 0x21;17600;16602;5300;16603
36.500; Thermal sensor module; 0x22;21901;8502;5103;11702
36.550; Dynamics module data; 0x11;0000;4801;0000;24000
36.550; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
36.550; Thermal sensor module; 0x21;18503;22201;8400;2202
36.550; Thermal sensor module; 0x22;8603;15200;9202;0000
36.600; Dynamics module data; 0x11;0000;4001;0000;19400
36.600; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
36.600; Thermal sensor module; 0x21;21901;20000;20802;8702
36.600; Thermal sensor module; 0x22;15003;15101;14302;4003
36.650; Dynamics module data; 0x11;0000;14800;0000;19300
36.650; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
36.650; Thermal sensor module; 0x21;16100;0003;24101;7102
36.650; Thermal sensor module; 0x22;18001;7603;23602;0900
36.700; Dynamics module data; 0x11;0000;11301;0000;22601
36.700; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
36.700; Thermal sensor module; 0x21;21201;17102;22600;19300
36.700; Thermal sensor module; 0x22;11202;4601;22900;24800
36.750; Dynamics module data; 0x11;0000;5500;0000;24600
36.750; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
36.750; Thermal sensor module; 0x21;1202;19803;5801;24401
36.750; Thermal sensor module; 0x22;1200;21703;15301;5902
36.800; Dynamics module data; 0x11;0000;13600;0000;20201
36.800; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
36.800; Thermal sensor module; 0x21;17802;19802;14801;17900
36.800; Thermal sensor module; 0x22;0003;17800;13100;13400
36.850; Dynamics module data; 0x11;0000;11500;0000;13901
36.850; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
36.850; Thermal sensor module; 0x21;14302;18400;16000;2102
36.850; Thermal sensor module; 0x22;3000;19003;16300;12701
36.900; Dynamics module data; 0x11;0000;13901;0000;10300
36.900; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
36.900; Thermal sensor module; 0x21;6900;12901;20600;12600
36.900; Thermal sensor module; 0x22;4701;11501;20201;9002
36.950; Dynamics module data; 0x11;0000;2000;0000;21000
36.950; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
36.950; Thermal sensor module; 0x21;7601;21403;8000;5902
36.950; Thermal sensor module; 0x22;22701;21300;8900;9203
37.000; Dynamics module data; 0x11;0000;7201;0000;17600
37.000; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
37.000; Thermal sensor module; 0x21;23003;0401;19202;24100
37.000; Thermal sensor module; 0x22;0301;20900;1801;13902
37.050; Dynamics module data; 0x11;0000;16100;0000;3000
37.050; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
37.050; Thermal sensor module; 0x21;2603;11201;17300;16502
37.050; Thermal sensor module; 0x22;13803;2900;0403;21100
37.100; Dynamics module data; 0x11;0000;12700;0000;20100
37.100; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
37.100; Thermal sensor module; 0x21;2703;3103;8900;14100
37.100; Thermal sensor module; 0x22;19001;15603;14603;21001
37.150; Dynamics module data; 0x11;0000;16801;0000;6500
37.150; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
37.150; Thermal sensor module; 0x21;18601;5402;18900;2103
37.150; Thermal sensor module; 0x22;17102;3001;25202;18001
37.200; Dynamics module data; 0x11;0000;7500;0000;7400
37.200; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
37.200; Thermal sensor module; 0x21;17503;21803;16302;10502
37.200; Thermal sensor module; 0x22;3201;4503;14803;4602
37.250; Dynamics module data; 0x11;0000;22801;0000;14401
37.250; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
37.250; Thermal sensor module; 0x21;6703;4002;0203;22401
37.250; Thermal sensor module; 0x22;18201;20701;12103;2203
37.300; Dynamics module data; 0x11;0000;14900;0000;6700
37.300; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
37.300; Thermal sensor module; 0x21;10302;22901;12400;5402
37.300; Thermal sensor module; 0x22;16802;21001;11002;18402
37.350; Dynamics module data; 0x11;0000;16401;0000;19200
37.350; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
37.350; Thermal sensor module; 0x21;25302;16602;11401;1601
37.350; Thermal sensor module; 0x22;15601;5802;17103;6501
37.400; Dynamics module data; 0x11;0000;2600;0000;16301
37.400; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
37.400; Thermal sensor module; 0x21;17302;17600;22100;6000
37.400; Thermal sensor module; 0x22;13400;12501;4103;18301
37.450; Dynamics module data; 0x11;0000;15801;0000;16600
37.450; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
37.450; Thermal sensor module; 0x21;16001;9601;10200;4502
37.450; Thermal sensor module; 0x22;10802;23802;20900;3003
37.500; Dynamics module data; 0x11;0000;8200;0000;9101
37.500; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
37.500; Thermal sensor module; 0x21;13602;15500;12602;4203
